cand_id,cand_name,spe_id,spe_nam,ele_type,can_office_state,can_office_dis,can_office,cand_pty_aff,exp_amo,exp_date,agg_amo,sup_opp,pur,pay,file_num,amndt_ind,tran_id,image_num,receipt_dat,fec_election_yr,prev_file_num,dissem_dt
"H6FL04105","RUTHERFORD, JOHN","C00809467","AMERICAN POLICE AND TROOPERS COALITION PAC","P","FL","05","H","REPUBLICAN PARTY","40.71","","9310.52","S","PHONEBANK PAYROLL SERVICES(ESTIMATE)","LAV SERVICES LLC","1724553","N","SE-S1392327","202309079596997859","07-SEP-23","2024","","07-SEP-23"
"H6FL04105","RUTHERFORD, JOHN","C00809467","AMERICAN POLICE AND TROOPERS COALITION PAC","P","FL","05","H","REPUBLICAN PARTY","49.28","","9310.52","S","LEADS / PHONE LISTS(ESTIMATE)","CLOUD DATA SERVICES","1724553","N","SE-S1392319","202309079596997858","07-SEP-23","2024","","07-SEP-23"
"H6FL04105","RUTHERFORD, JOHN","C00809467","AMERICAN POLICE AND TROOPERS COALITION PAC","P","FL","05","H","REPUBLICAN PARTY","64.27","","9310.52","S","PHONEBANK IT/TECH SUPPORT(ESTIMATE)","WIRED4DATA","1724553","N","SE-S1392331","202309079596997861","07-SEP-23","2024","","07-SEP-23"
"H6FL04105","RUTHERFORD, JOHN","C00809467","AMERICAN POLICE AND TROOPERS COALITION PAC","P","FL","05","H","REPUBLICAN PARTY","16.99","","9310.52","S","CAGING AND DATABASE SERVICES(ESTIMATE)","STANDARD DATA SERVICES LLC","1720868","N","SE-S1391551","202308039596494926","03-AUG-23","2024","","03-AUG-23"
"H6FL04105","RUTHERFORD, JOHN","C00809467","AMERICAN POLICE AND TROOPERS COALITION PAC","P","FL","05","H","REPUBLICAN PARTY","26.06","","9310.52","S","PHONEBANK PAYROLL SERVICES(ESTIMATE)","LAV SERVICES LLC","1720868","N","SE-S1391555","202308039596494925","03-AUG-23","2024","","03-AUG-23"
"H6FL04105","RUTHERFORD, JOHN","C00809467","AMERICAN POLICE AND TROOPERS COALITION PAC","P","FL","05","H","REPUBLICAN PARTY","30.59","","9310.52","S","LEADS / PHONE LISTS(ESTIMATE)","CLOUD DATA SERVICES","1720868","N","SE-S1391547","202308039596494924","03-AUG-23","2024","","03-AUG-23"
"H6FL04105","RUTHERFORD, JOHN","C00809467","AMERICAN POLICE AND TROOPERS COALITION PAC","P","FL","05","H","REPUBLICAN PARTY","39.65","","9310.52","S","PHONEBANK IT/TECH SUPPORT(ESTIMATE)","WIRED4DATA","1720868","N","SE-S1391559","202308039596494927","03-AUG-23","2024","","03-AUG-23"
"H6FL04105","RUTHERFORD, JOHN","C00809467","AMERICAN POLICE AND TROOPERS COALITION PAC","P","FL","05","H","REPUBLICAN PARTY","3.84","","9310.52","S","CAGING AND DATABASE SERVICES(ESTIMATE)","STANDARD DATA SERVICES LLC","1738460","N","SE-S1401119","202312139599450521","13-DEC-23","2024","","13-DEC-23"
"H6FL04105","RUTHERFORD, JOHN","C00809467","AMERICAN POLICE AND TROOPERS COALITION PAC","P","FL","05","H","REPUBLICAN PARTY","5.21","","9310.52","S","PHONEBANK PAYROLL SERVICES(ESTIMATE)","LAV SERVICES LLC","1738460","N","SE-S1401123","202312139599450520","13-DEC-23","2024","","13-DEC-23"
"H6FL04105","RUTHERFORD, JOHN","C00809467","AMERICAN POLICE AND TROOPERS COALITION PAC","P","FL","05","H","REPUBLICAN PARTY","5.49","","9310.52","S","LEADS / PHONE LISTS(ESTIMATE)","CLOUD DATA SERVICES","1738460","N","SE-S1401115","202312139599450519","13-DEC-23","2024","","13-DEC-23"
"H6FL04105","RUTHERFORD, JOHN","C00809467","AMERICAN POLICE AND TROOPERS COALITION PAC","P","FL","05","H","REPUBLICAN PARTY","10.15","","9310.52","S","PHONEBANK IT/TECH SUPPORT(ESTIMATE)","WIRED4DATA","1738460","N","SE-S1401127","202312139599450522","13-DEC-23","2024","","13-DEC-23"
"H6FL04105","RUTHERFORD, JOHN","C00809467","AMERICAN POLICE AND TROOPERS COALITION PAC","P","FL","05","H","REPUBLICAN PARTY","141.43","","9310.52","S","CAGING AND DATABASE SERVICES(ESTIMATE)","STANDARD DATA SERVICES LLC","1727029","N","SE-S1393663","202309289597328012","28-SEP-23","2024","","28-SEP-23"
"H6FL04105","RUTHERFORD, JOHN","C00809467","AMERICAN POLICE AND TROOPERS COALITION PAC","P","FL","05","H","REPUBLICAN PARTY","149.28","","9310.52","S","PHONEBANK PAYROLL SERVICES(ESTIMATE)","LAV SERVICES LLC","1727029","N","SE-S1393667","202309289597328011","28-SEP-23","2024","","28-SEP-23"
"H6FL04105","RUTHERFORD, JOHN","C00809467","AMERICAN POLICE AND TROOPERS COALITION PAC","P","FL","05","H","REPUBLICAN PARTY","180.71","","9310.52","S","LEADS / PHONE LISTS(ESTIMATE)","CLOUD DATA SERVICES","1727029","N","SE-S1393659","202309289597328010","28-SEP-23","2024","","28-SEP-23"
"H6FL04105","RUTHERFORD, JOHN","C00809467","AMERICAN POLICE AND TROOPERS COALITION PAC","P","FL","05","H","REPUBLICAN PARTY","235.71","","9310.52","S","PHONEBANK IT/TECH SUPPORT(ESTIMATE)","WIRED4DATA","1727029","N","SE-S1393671","202309289597328013","28-SEP-23","2024","","28-SEP-23"
"H6FL04105","RUTHERFORD, JOHN","C00809467","AMERICAN POLICE AND TROOPERS COALITION PAC","P","FL","05","H","REPUBLICAN PARTY","78.74","","9310.52","S","CAGING AND DATABASE SERVICES(ESTIMATE)","STANDARD DATA SERVICES LLC","1732650","N","SE-S1395095","202310199598520112","19-OCT-23","2024","","19-OCT-23"
"H6FL04105","RUTHERFORD, JOHN","C00809467","AMERICAN POLICE AND TROOPERS COALITION PAC","P","FL","05","H","REPUBLICAN PARTY","106.86","","9310.52","S","PHONEBANK PAYROLL SERVICES(ESTIMATE)","LAV SERVICES LLC","1732650","N","SE-S1395099","202310199598520111","19-OCT-23","2024","","19-OCT-23"
"H6FL04105","RUTHERFORD, JOHN","C00809467","AMERICAN POLICE AND TROOPERS COALITION PAC","P","FL","05","H","REPUBLICAN PARTY","112.49","","9310.52","S","LEADS / PHONE LISTS(ESTIMATE)","CLOUD DATA SERVICES","1732650","N","SE-S1395091","202310199598520110","19-OCT-23","2024","","19-OCT-23"
"H6FL04105","RUTHERFORD, JOHN","C00809467","AMERICAN POLICE AND TROOPERS COALITION PAC","P","FL","05","H","REPUBLICAN PARTY","208.1","","9310.52","S","PHONEBANK IT/TECH SUPPORT(ESTIMATE)","WIRED4DATA","1732650","N","SE-S1395103","202310199598520113","19-OCT-23","2024","","19-OCT-23"
"H6FL04105","RUTHERFORD, JOHN","C00809467","AMERICAN POLICE AND TROOPERS COALITION PAC","P","FL","05","H","REPUBLICAN PARTY","28.39","","9310.52","S","LEADS / PHONE LISTS(ESTIMATE)","CLOUD DATA SERVICES","1735713","N","SE-S1398401","202311169599123356","16-NOV-23","2024","","16-NOV-23"
"H6FL04105","RUTHERFORD, JOHN","C00809467","AMERICAN POLICE AND TROOPERS COALITION PAC","P","FL","05","H","REPUBLICAN PARTY","52.52","","9310.52","S","PHONEBANK IT/TECH SUPPORT(ESTIMATE)","WIRED4DATA","1735713","N","SE-S1398413","202311169599123359","16-NOV-23","2024","","16-NOV-23"
"H6FL04105","RUTHERFORD, JOHN","C00809467","AMERICAN POLICE AND TROOPERS COALITION PAC","P","FL","05","H","REPUBLICAN PARTY","89.18","","9310.52","S","CAGING AND DATABASE SERVICES(ESTIMATE)","STANDARD DATA SERVICES LLC","1724140","N","SE-S1392179","202308319596914209","31-AUG-23","2024","","31-AUG-23"
"H6FL04105","RUTHERFORD, JOHN","C00809467","AMERICAN POLICE AND TROOPERS COALITION PAC","P","FL","05","H","REPUBLICAN PARTY","94.13","","9310.52","S","PHONEBANK PAYROLL SERVICES(ESTIMATE)","LAV SERVICES LLC","1724140","N","SE-S1392183","202308319596914208","31-AUG-23","2024","","31-AUG-23"
"H6FL04105","RUTHERFORD, JOHN","C00809467","AMERICAN POLICE AND TROOPERS COALITION PAC","P","FL","05","H","REPUBLICAN PARTY","113.95","","9310.52","S","LEADS / PHONE LISTS(ESTIMATE)","CLOUD DATA SERVICES","1724140","N","SE-S1392175","202308319596914207","31-AUG-23","2024","","31-AUG-23"
"H6FL04105","RUTHERFORD, JOHN","C00809467","AMERICAN POLICE AND TROOPERS COALITION PAC","P","FL","05","H","REPUBLICAN PARTY","148.63","","9310.52","S","PHONEBANK IT/TECH SUPPORT(ESTIMATE)","WIRED4DATA","1724140","N","SE-S1392187","202308319596914210","31-AUG-23","2024","","31-AUG-23"
"H6FL04105","RUTHERFORD, JOHN","C00809467","AMERICAN POLICE AND TROOPERS COALITION PAC","P","FL","05","H","REPUBLICAN PARTY","70.47","","9310.52","S","CAGING AND DATABASE SERVICES(ESTIMATE)","STANDARD DATA SERVICES LLC","1729095","N","SE-S1393955","202310129597467773","12-OCT-23","2024","","12-OCT-23"
"H6FL04105","RUTHERFORD, JOHN","C00809467","AMERICAN POLICE AND TROOPERS COALITION PAC","P","FL","05","H","REPUBLICAN PARTY","96.89","","9310.52","S","LEADS / PHONE LISTS(ESTIMATE)","CLOUD DATA SERVICES","1729095","N","SE-S1393951","202310129597467771","12-OCT-23","2024","","12-OCT-23"
"H6FL04105","RUTHERFORD, JOHN","C00809467","AMERICAN POLICE AND TROOPERS COALITION PAC","P","FL","05","H","REPUBLICAN PARTY","101.29","","9310.52","S","PHONEBANK PAYROLL SERVICES(ESTIMATE)","LAV SERVICES LLC","1729095","N","SE-S1393959","202310129597467772","12-OCT-23","2024","","12-OCT-23"
"H6FL04105","RUTHERFORD, JOHN","C00809467","AMERICAN POLICE AND TROOPERS COALITION PAC","P","FL","05","H","REPUBLICAN PARTY","171.76","","9310.52","S","PHONEBANK IT/TECH SUPPORT(ESTIMATE)","WIRED4DATA","1729095","N","SE-S1393963","202310129597467774","12-OCT-23","2024","","12-OCT-23"
"H6FL04105","RUTHERFORD, JOHN","C00809467","AMERICAN POLICE AND TROOPERS COALITION PAC","P","FL","05","H","REPUBLICAN PARTY","12.47","","9310.52","S","CAGING AND DATABASE SERVICES(ESTIMATE)","STANDARD DATA SERVICES LLC","1737010","N","SE-S1400687","202311239599361340","23-NOV-23","2024","","23-NOV-23"
"H6FL04105","RUTHERFORD, JOHN","C00809467","AMERICAN POLICE AND TROOPERS COALITION PAC","P","FL","05","H","REPUBLICAN PARTY","83.05","","9310.52","S","CAGING AND DATABASE SERVICES(ESTIMATE)","STANDARD DATA SERVICES LLC","1722485","N","SE-S1391887","202308179596605761","17-AUG-23","2024","","17-AUG-23"
"H6FL04105","Rutherford, John","C00809467","AMERICAN POLICE AND TROOPERS COALITION PAC","P","FL","05","H","REPUBLICAN PARTY","114.32","","299.51","S","Caging and Database Services(Estimate)","Standard Data Services LLC","1708761","N","SE-S1266585","202306229582374856","22-JUN-23","2024","","22-JUN-23"
"H6FL04105","Rutherford, John","C00809467","AMERICAN POLICE AND TROOPERS COALITION PAC","P","FL","05","H","REPUBLICAN PARTY","169.19","","299.51","S","Phonebank Payroll Services(Estimate)","LAV Services LLC","1708761","N","SE-S1266589","202306229582374855","22-JUN-23","2024","","22-JUN-23"
"H6FL04105","Rutherford, John","C00809467","AMERICAN POLICE AND TROOPERS COALITION PAC","P","FL","05","H","REPUBLICAN PARTY","240.07","","299.51","S","Leads / Phone Lists(Estimate)","Cloud Data Services","1708761","N","SE-S1266581","202306229582374854","22-JUN-23","2024","","22-JUN-23"
"H6FL04105","Rutherford, John","C00809467","AMERICAN POLICE AND TROOPERS COALITION PAC","P","FL","05","H","REPUBLICAN PARTY","299.51","","299.51","S","PHONEBANK IT/TECH SUPPORT(Estimate)","Wired4Data","1708761","N","SE-S1266593","202306229582374857","22-JUN-23","2024","","22-JUN-23"
"H6FL04105","Rutherford, John","C00809467","AMERICAN POLICE AND TROOPERS COALITION PAC","P","FL","05","H","REPUBLICAN PARTY","226.4","","593.17","S","Caging and Database Services(Estimate)","Standard Data Services LLC","1703904","N","SE-S1260401","202305119581436284","11-MAY-23","2024","","11-MAY-23"
"H6FL04105","Rutherford, John","C00809467","AMERICAN POLICE AND TROOPERS COALITION PAC","P","FL","05","H","REPUBLICAN PARTY","335.07","","593.17","S","Phonebank Payroll Services(Estimate)","LAV Services LLC","1703904","N","SE-S1260405","202305119581436283","11-MAY-23","2024","","11-MAY-23"
"H6FL04105","Rutherford, John","C00809467","AMERICAN POLICE AND TROOPERS COALITION PAC","P","FL","05","H","REPUBLICAN PARTY","475.44","","593.17","S","Leads / Phone Lists(Estimate)","Cloud Data Services","1703904","N","SE-S1260397","202305119581436282","11-MAY-23","2024","","11-MAY-23"
"H6FL04105","Rutherford, John","C00809467","AMERICAN POLICE AND TROOPERS COALITION PAC","P","FL","05","H","REPUBLICAN PARTY","593.17","","593.17","S","PHONEBANK IT/TECH SUPPORT(Estimate)","Wired4Data","1703904","N","SE-S1260409","202305119581436285","11-MAY-23","2024","","11-MAY-23"
"H6FL04105","Rutherford, John","C00809467","AMERICAN POLICE AND TROOPERS COALITION PAC","P","FL","05","H","REPUBLICAN PARTY","30.48","","68.85","S","Phonebank Payroll Services(Estimate)","LAV Services LLC","1698006","N","SE-S1258013","202304139580386162","13-APR-23","2024","","13-APR-23"
"H6FL04105","Rutherford, John","C00809467","AMERICAN POLICE AND TROOPERS COALITION PAC","P","FL","05","H","REPUBLICAN PARTY","34.69","","68.85","S","Caging and Database Services(Estimate)","Standard Data Services LLC","1698006","N","SE-S1258009","202304139580386163","13-APR-23","2024","","13-APR-23"
"H6FL04105","Rutherford, John","C00809467","AMERICAN POLICE AND TROOPERS COALITION PAC","P","FL","05","H","REPUBLICAN PARTY","55.18","","68.85","S","Leads / Phone Lists(Estimate)","Cloud Data Services","1698006","N","SE-S1258005","202304139580386161","13-APR-23","2024","","13-APR-23"
"H6FL04105","Rutherford, John","C00809467","AMERICAN POLICE AND TROOPERS COALITION PAC","P","FL","05","H","REPUBLICAN PARTY","68.85","","68.85","S","PHONEBANK IT/TECH SUPPORT(Estimate)","Wired4Data","1698006","N","SE-S1258017","202304139580386164","13-APR-23","2024","","13-APR-23"
"H6FL04105","Rutherford, John","C00809467","AMERICAN POLICE AND TROOPERS COALITION PAC","P","FL","05","H","REPUBLICAN PARTY","56.38","","147.7","S","Caging and Database Services(Estimate)","Standard Data Services LLC","1712195","N","SE-S1274827","202307139582536439","13-JUL-23","2024","","13-JUL-23"
"H6FL04105","Rutherford, John","C00809467","AMERICAN POLICE AND TROOPERS COALITION PAC","P","FL","05","H","REPUBLICAN PARTY","83.44","","147.7","S","Phonebank Payroll Services(Estimate)","LAV Services LLC","1712195","N","SE-S1274831","202307139582536438","13-JUL-23","2024","","13-JUL-23"
"H6FL04105","Rutherford, John","C00809467","AMERICAN POLICE AND TROOPERS COALITION PAC","P","FL","05","H","REPUBLICAN PARTY","118.39","","147.7","S","Leads / Phone Lists(Estimate)","Cloud Data Services","1712195","N","SE-S1274823","202307139582536437","13-JUL-23","2024","","13-JUL-23"
"H6FL04105","Rutherford, John","C00809467","AMERICAN POLICE AND TROOPERS COALITION PAC","P","FL","05","H","REPUBLICAN PARTY","147.7","","147.7","S","PHONEBANK IT/TECH SUPPORT(Estimate)","Wired4Data","1712195","N","SE-S1274835","202307139582536440","13-JUL-23","2024","","13-JUL-23"
"H6FL04105","Rutherford, John","C00809467","AMERICAN POLICE AND TROOPERS COALITION PAC","P","FL","05","H","REPUBLICAN PARTY","119.97","","314.31","S","Caging and Database Services(Estimate)","Standard Data Services LLC","1706310","N","SE-S1262887","202306019581698926","01-JUN-23","2024","","01-JUN-23"
"H6FL04105","Rutherford, John","C00809467","AMERICAN POLICE AND TROOPERS COALITION PAC","P","FL","05","H","REPUBLICAN PARTY","177.55","","314.31","S","Phonebank Payroll Services(Estimate)","LAV Services LLC","1706310","N","SE-S1262891","202306019581698925","01-JUN-23","2024","","01-JUN-23"
"H6FL04105","Rutherford, John","C00809467","AMERICAN POLICE AND TROOPERS COALITION PAC","P","FL","05","H","REPUBLICAN PARTY","251.93","","314.31","S","Leads / Phone Lists(Estimate)","Cloud Data Services","1706310","N","SE-S1262883","202306019581698924","01-JUN-23","2024","","01-JUN-23"
"H6FL04105","Rutherford, John","C00809467","AMERICAN POLICE AND TROOPERS COALITION PAC","P","FL","05","H","REPUBLICAN PARTY","314.31","","314.31","S","PHONEBANK IT/TECH SUPPORT(Estimate)","Wired4Data","1706310","N","SE-S1262895","202306019581698927","01-JUN-23","2024","","01-JUN-23"
"H6FL04105","Rutherford, John","C00809467","AMERICAN POLICE AND TROOPERS COALITION PAC","P","FL","05","H","REPUBLICAN PARTY","327.88","","580.43","S","Phonebank Payroll Services(Estimate)","LAV Services LLC","1704885","N","SE-S1262483","202305189581549531","18-MAY-23","2024","","18-MAY-23"
"H6FL04105","Rutherford, John","C00809467","AMERICAN POLICE AND TROOPERS COALITION PAC","P","FL","05","H","REPUBLICAN PARTY","465.23","","580.43","S","Leads / Phone Lists(Estimate)","Cloud Data Services","1704885","N","SE-S1262475","202305189581549530","18-MAY-23","2024","","18-MAY-23"
"H6FL04105","Rutherford, John","C00809467","AMERICAN POLICE AND TROOPERS COALITION PAC","P","FL","05","H","REPUBLICAN PARTY","580.43","","580.43","S","PHONEBANK IT/TECH SUPPORT(Estimate)","Wired4Data","1704885","N","SE-S1262487","202305189581549533","18-MAY-23","2024","","18-MAY-23"
"H6FL04105","Rutherford, John","C00809467","AMERICAN POLICE AND TROOPERS COALITION PAC","P","FL","05","H","REPUBLICAN PARTY","119.95","","314.27","S","Caging and Database Services(Estimate)","Standard Data Services LLC","1709136","N","SE-S1266729","202306299582426370","29-JUN-23","2024","","29-JUN-23"
"H6FL04105","Rutherford, John","C00809467","AMERICAN POLICE AND TROOPERS COALITION PAC","P","FL","05","H","REPUBLICAN PARTY","177.53","","314.27","S","Phonebank Payroll Services(Estimate)","LAV Services LLC","1709136","N","SE-S1266733","202306299582426369","29-JUN-23","2024","","29-JUN-23"
"H6FL04105","Rutherford, John","C00809467","AMERICAN POLICE AND TROOPERS COALITION PAC","P","FL","05","H","REPUBLICAN PARTY","251.89","","314.27","S","Leads / Phone Lists(Estimate)","Cloud Data Services","1709136","N","SE-S1266725","202306299582426368","29-JUN-23","2024","","29-JUN-23"
"H6FL04105","Rutherford, John","C00809467","AMERICAN POLICE AND TROOPERS COALITION PAC","P","FL","05","H","REPUBLICAN PARTY","314.27","","314.27","S","PHONEBANK IT/TECH SUPPORT(Estimate)","Wired4Data","1709136","N","SE-S1266737","202306299582426371","29-JUN-23","2024","","29-JUN-23"
"H6FL04105","Rutherford, John","C00809467","AMERICAN POLICE AND TROOPERS COALITION PAC","P","FL","05","H","REPUBLICAN PARTY","10.08","","22.77","S","Phonebank Payroll Services(Estimate)","LAV Services LLC","1701656","N","SE-S1258141","202304209581194618","20-APR-23","2024","","20-APR-23"
"H6FL04105","Rutherford, John","C00809467","AMERICAN POLICE AND TROOPERS COALITION PAC","P","FL","05","H","REPUBLICAN PARTY","11.47","","22.77","S","Caging and Database Services(Estimate)","Standard Data Services LLC","1701656","N","SE-S1258137","202304209581194619","20-APR-23","2024","","20-APR-23"
"H6FL04105","Rutherford, John","C00809467","AMERICAN POLICE AND TROOPERS COALITION PAC","P","FL","05","H","REPUBLICAN PARTY","18.25","","22.77","S","Leads / Phone Lists(Estimate)","Cloud Data Services","1701656","N","SE-S1258133","202304209581194617","20-APR-23","2024","","20-APR-23"
"H6FL04105","Rutherford, John","C00809467","AMERICAN POLICE AND TROOPERS COALITION PAC","P","FL","05","H","REPUBLICAN PARTY","22.77","","22.77","S","PHONEBANK IT/TECH SUPPORT(Estimate)","Wired4Data","1701656","N","SE-S1258145","202304209581194620","20-APR-23","2024","","20-APR-23"
"H6FL04105","Rutherford, John","C00809467","AMERICAN POLICE AND TROOPERS COALITION PAC","P","FL","05","H","REPUBLICAN PARTY","12.01","","9310.52","S","Caging and Database Services(Estimate)","Standard Data Services LLC","1718155","N","SE-S1370369","202307279584093463","27-JUL-23","2024","","27-JUL-23"
"H6FL04105","Rutherford, John","C00809467","AMERICAN POLICE AND TROOPERS COALITION PAC","P","FL","05","H","REPUBLICAN PARTY","17.78","","9310.52","S","Phonebank Payroll Services(Estimate)","LAV Services LLC","1718155","N","SE-S1370373","202307279584093462","27-JUL-23","2024","","27-JUL-23"
"H6FL04105","Rutherford, John","C00809467","AMERICAN POLICE AND TROOPERS COALITION PAC","P","FL","05","H","REPUBLICAN PARTY","25.23","","9310.52","S","Leads / Phone Lists(Estimate)","Cloud Data Services","1718155","N","SE-S1370365","202307279584093461","27-JUL-23","2024","","27-JUL-23"
"H6FL04105","Rutherford, John","C00809467","AMERICAN POLICE AND TROOPERS COALITION PAC","P","FL","05","H","REPUBLICAN PARTY","31.47","","9310.52","S","PHONEBANK IT/TECH SUPPORT(Estimate)","Wired4Data","1718155","N","SE-S1370377","202307279584093464","27-JUL-23","2024","","27-JUL-23"
"H6FL04105","Rutherford, John","C00809467","AMERICAN POLICE AND TROOPERS COALITION PAC","P","FL","05","H","REPUBLICAN PARTY","221.54","","580.43","S","Caging and Database Services(Estimate)","Standard Data Services LLC","1704885","N","SE-S1262479","202305189581549532","18-MAY-23","2024","","18-MAY-23"
"H6FL04105","Rutherford, John","C00809467","AMERICAN POLICE AND TROOPERS COALITION PAC","P","FL","05","H","REPUBLICAN PARTY","54.69","","143.27","S","Caging and Database Services(Estimate)","Standard Data Services LLC","1706801","N","SE-S1263031","202306089581779058","08-JUN-23","2024","","08-JUN-23"
"H6FL04105","Rutherford, John","C00809467","AMERICAN POLICE AND TROOPERS COALITION PAC","P","FL","05","H","REPUBLICAN PARTY","80.93","","143.27","S","Phonebank Payroll Services(Estimate)","LAV Services LLC","1706801","N","SE-S1263035","202306089581779057","08-JUN-23","2024","","08-JUN-23"
"H6FL04105","Rutherford, John","C00809467","AMERICAN POLICE AND TROOPERS COALITION PAC","P","FL","05","H","REPUBLICAN PARTY","114.84","","143.27","S","Leads / Phone Lists(Estimate)","Cloud Data Services","1706801","N","SE-S1263027","202306089581779056","08-JUN-23","2024","","08-JUN-23"
"H6FL04105","Rutherford, John","C00809467","AMERICAN POLICE AND TROOPERS COALITION PAC","P","FL","05","H","REPUBLICAN PARTY","143.27","","143.27","S","PHONEBANK IT/TECH SUPPORT(Estimate)","Wired4Data","1706801","N","SE-S1263039","202306089581779059","08-JUN-23","2024","","08-JUN-23"
"H6FL04105","Rutherford, John","C00809467","AMERICAN POLICE AND TROOPERS COALITION PAC","P","FL","05","H","REPUBLICAN PARTY","10.12","","22.85","S","Phonebank Payroll Services(Estimate)","LAV Services LLC","1702470","N","SE-S1258273","202304279581306312","27-APR-23","2024","","27-APR-23"
"H6FL04105","Rutherford, John","C00809467","AMERICAN POLICE AND TROOPERS COALITION PAC","P","FL","05","H","REPUBLICAN PARTY","11.51","","22.85","S","Caging and Database Services(Estimate)","Standard Data Services LLC","1702470","N","SE-S1258269","202304279581306313","27-APR-23","2024","","27-APR-23"
"H6FL04105","Rutherford, John","C00809467","AMERICAN POLICE AND TROOPERS COALITION PAC","P","FL","05","H","REPUBLICAN PARTY","18.31","","22.85","S","Leads / Phone Lists(Estimate)","Cloud Data Services","1702470","N","SE-S1258265","202304279581306311","27-APR-23","2024","","27-APR-23"
"H6FL04105","Rutherford, John","C00809467","AMERICAN POLICE AND TROOPERS COALITION PAC","P","FL","05","H","REPUBLICAN PARTY","22.85","","22.85","S","PHONEBANK IT/TECH SUPPORT(Estimate)","Wired4Data","1702470","N","SE-S1258277","202304279581306314","27-APR-23","2024","","27-APR-23"
"H6FL04105","Rutherford, John","C00809467","AMERICAN POLICE AND TROOPERS COALITION PAC","P","FL","05","H","REPUBLICAN PARTY","20.25","","9310.52","S","Caging and Database Services(Estimate)","Standard Data Services LLC","1716539","N","SE-S1302661","202307209583944237","20-JUL-23","2024","","20-JUL-23"
"H6FL04105","Rutherford, John","C00809467","AMERICAN POLICE AND TROOPERS COALITION PAC","P","FL","05","H","REPUBLICAN PARTY","29.97","","9310.52","S","Phonebank Payroll Services(Estimate)","LAV Services LLC","1716539","N","SE-S1302665","202307209583944236","20-JUL-23","2024","","20-JUL-23"
"H6FL04105","Rutherford, John","C00809467","AMERICAN POLICE AND TROOPERS COALITION PAC","P","FL","05","H","REPUBLICAN PARTY","42.52","","9310.52","S","Leads / Phone Lists(Estimate)","Cloud Data Services","1716539","N","SE-S1302657","202307209583944235","20-JUL-23","2024","","20-JUL-23"
"H6FL04105","Rutherford, John","C00809467","AMERICAN POLICE AND TROOPERS COALITION PAC","P","FL","05","H","REPUBLICAN PARTY","32.99","","74.52","S","Phonebank Payroll Services(Estimate)","LAV Services LLC","1695377","N","SE-S1257257","202303309579693495","30-MAR-23","2024","","30-MAR-23"
"H6FL04105","Rutherford, John","C00809467","AMERICAN POLICE AND TROOPERS COALITION PAC","P","FL","05","H","REPUBLICAN PARTY","37.54","","74.52","S","Caging and Database Services(Estimate)","Standard Data Services LLC","1695377","N","SE-S1257253","202303309579693496","30-MAR-23","2024","","30-MAR-23"
"H6FL04105","Rutherford, John","C00809467","AMERICAN POLICE AND TROOPERS COALITION PAC","P","FL","05","H","REPUBLICAN PARTY","59.73","","74.52","S","Leads / Phone Lists(Estimate)","Cloud Data Services","1695377","N","SE-S1257249","202303309579693494","30-MAR-23","2024","","30-MAR-23"
"H6FL04105","Rutherford, John","C00809467","AMERICAN POLICE AND TROOPERS COALITION PAC","P","FL","05","H","REPUBLICAN PARTY","53.05","","9310.52","S","PHONEBANK IT/TECH SUPPORT(Estimate)","Wired4Data","1716539","N","SE-S1302669","202307209583944238","20-JUL-23","2024","","20-JUL-23"
"H6FL04105","Rutherford, John","C00809467","AMERICAN POLICE AND TROOPERS COALITION PAC","P","FL","05","H","REPUBLICAN PARTY","74.52","","74.52","S","PHONEBANK IT/TECH SUPPORT(Estimate)","Wired4Data","1695377","N","SE-S1257261","202303309579693497","30-MAR-23","2024","","30-MAR-23"
"H6FL04105","Rutherford, John","C00809467","AMERICAN POLICE AND TROOPERS COALITION PAC","P","FL","05","H","REPUBLICAN PARTY","87.35","","197.3","S","Phonebank Payroll Services(Estimate)","LAV Services LLC","1703047","N","SE-S1258549","202305049581408908","04-MAY-23","2024","","04-MAY-23"
"H6FL04105","Rutherford, John","C00809467","AMERICAN POLICE AND TROOPERS COALITION PAC","P","FL","05","H","REPUBLICAN PARTY","99.4","","197.3","S","Caging and Database Services(Estimate)","Standard Data Services LLC","1703047","N","SE-S1258545","202305049581408909","04-MAY-23","2024","","04-MAY-23"
"H6FL04105","Rutherford, John","C00809467","AMERICAN POLICE AND TROOPERS COALITION PAC","P","FL","05","H","REPUBLICAN PARTY","158.14","","197.3","S","Leads / Phone Lists(Estimate)","Cloud Data Services","1703047","N","SE-S1258541","202305049581408907","04-MAY-23","2024","","04-MAY-23"
"H6FL04105","Rutherford, John","C00809467","AMERICAN POLICE AND TROOPERS COALITION PAC","P","FL","05","H","REPUBLICAN PARTY","197.3","","197.3","S","PHONEBANK IT/TECH SUPPORT(Estimate)","Wired4Data","1703047","N","SE-S1258553","202305049581408910","04-MAY-23","2024","","04-MAY-23"
"H6FL04105","Rutherford, John","C00809467","AMERICAN POLICE AND TROOPERS COALITION PAC","P","FL","05","H","REPUBLICAN PARTY","138.88","","363.86","S","Caging and Database Services(Estimate)","Standard Data Services LLC","1707496","N","SE-S1266441","202306159582159699","15-JUN-23","2024","","15-JUN-23"
